release_date,release_date_int,release_date_text,year,month,day
2/20/2015,20150220,2015#20#02,2015,2,20
9/11/2003,20030911,2003#11#09,2003,9,11
11/3/2010,20101103,2010#03#11,2010,11,3
1/1/1961,19610101,1961#01#01,1961,1,1
1/21/2007,20070121,2007#21#01,2007,1,21
9/2/2010,20100902,2010#02#09,2010,9,2
4/20/2007,20070420,2007#20#04,2007,4,20
11/20/1991,19911120,1991#20#11,1991,11,20
11/13/2002,20021113,2002#13#11,2002,11,13
7/26/2002,20020726,2002#26#07,2002,7,26
9/4/1992,19920904,1992#04#09,1992,9,4
8/23/1991,19910823,1991#23#08,1991,8,23
7/29/2005,20050729,2005#29#07,2005,7,29
5/26/2006,20060526,2006#26#05,2006,5,26
6/11/1986,19860611,1986#11#06,1986,6,11
11/18/1994,19941118,1994#18#11,1994,11,18
4/2/2015,20150402,2015#02#04,2015,4,2
12/19/2008,20081219,2008#19#12,2008,12,19
6/12/2014,20140612,2014#12#06,2014,6,12
10/1/2015,20151001,2015#01#10,2015,10,1
4/29/1988,19880429,1988#29#04,1988,4,29
4/18/2013,20130418,2013#18#04,2013,4,18
11/1/2002,20021101,2002#01#11,2002,11,1
2/1/2008,20080201,2008#01#02,2008,2,1
11/24/1993,19931124,1993#24#11,1993,11,24
12/1/2006,20061201,2006#01#12,2006,12,1
12/5/2002,20021205,2002#05#12,2002,12,5
5/1/1981,19810501,1981#01#05,1981,5,1
6/1/2007,20070601,2007#01#06,2007,6,1
10/1/2010,20101001,2010#01#10,2010,10,1
11/18/1994,19941118,1994#18#11,1994,11,18
6/29/1984,19840629,1984#29#06,1984,6,29
7/28/1995,19950728,1995#28#07,1995,7,28
8/14/1998,19980814,1998#14#08,1998,8,14
12/18/2015,20151218,2015#18#12,2015,12,18
8/7/2008,20080807,2008#07#08,2008,8,7
9/13/1996,19960913,1996#13#09,1996,9,13
7/20/1984,19840720,1984#20#07,1984,7,20
9/15/2006,20060915,2006#15#09,2006,9,15
11/22/1988,19881122,1988#22#11,1988,11,22
12/12/2003,20031212,2003#12#12,2003,12,12
3/12/2010,20100312,2010#12#03,2010,3,12
4/1/2010,20100401,2010#01#04,2010,4,1
7/25/2014,20140725,2014#25#07,2014,7,25
6/23/2017,20170623,2017#23#06,2017,6,23
7/16/1998,19980716,1998#16#07,1998,7,16
8/14/2014,20140814,2014#14#08,2014,8,14
6/8/1990,19900608,1990#08#06,1990,6,8
5/12/2005,20050512,2005#12#05,2005,5,12
8/21/2013,20130821,2013#21#08,2013,8,21
2/20/2004,20040220,2004#20#02,2004,2,20
10/26/2010,20101026,2010#26#10,2010,10,26
3/10/2005,20050310,2005#10#03,2005,3,10
10/10/2014,20141010,2014#10#10,2014,10,10
6/5/2014,20140605,2014#05#06,2014,6,5
12/25/2008,20081225,2008#25#12,2008,12,25
2/13/2014,20140213,2014#13#02,2014,2,13
12/12/1985,19851212,1985#12#12,1985,12,12
1/6/2012,20120106,2012#06#01,2012,1,6
3/25/1983,19830325,1983#25#03,1983,3,25
12/2/1994,19941202,1994#02#12,1994,12,2
9/12/1998,19980912,1998#12#09,1998,9,12
11/23/2013,20131123,2013#23#11,2013,11,23
8/23/2013,20130823,2013#23#08,2013,8,23
6/8/2006,20060608,2006#08#06,2006,6,8
7/22/2011,20110722,2011#22#07,2011,7,22
11/30/1982,19821130,1982#30#11,1982,11,30
6/10/1996,19960610,1996#10#06,1996,6,10
9/30/2010,20100930,2010#30#09,2010,9,30
12/25/1999,19991225,1999#25#12,1999,12,25
2/19/1972,19720219,1972#19#02,1972,2,19
11/30/2012,20121130,2012#30#11,2012,11,30
12/13/2007,20071213,2007#13#12,2007,12,13
2/16/2010,20100216,2010#16#02,2010,2,16
2/19/2006,20060219,2006#19#02,2006,2,19
10/9/2014,20141009,2014#09#10,2014,10,9
5/30/2003,20030530,2003#30#05,2003,5,30
12/19/2002,20021219,2002#19#12,2002,12,19
9/21/2007,20070921,2007#21#09,2007,9,21
3/13/2013,20130313,2013#13#03,2013,3,13
11/4/2010,20101104,2010#04#11,2010,11,4
3/6/2009,20090306,2009#06#03,2009,3,6
9/27/1996,19960927,1996#27#09,1996,9,27
10/26/1984,19841026,1984#26#10,1984,10,26
5/1/1970,19700501,1970#01#05,1970,5,1
12/27/1945,19451227,1945#27#12,1945,12,27
6/27/2013,20130627,2013#27#06,2013,6,27
10/15/2015,20151015,2015#15#10,2015,10,15
4/25/1980,19800425,1980#25#04,1980,4,25
7/24/2008,20080724,2008#24#07,2008,7,24
5/3/1985,19850503,1985#03#05,1985,5,3
4/9/2015,20150409,2015#09#04,2015,4,9
1/21/2006,20060121,2006#21#01,2006,1,21
10/5/2001,20011005,2001#05#10,2001,10,5
6/24/1954,19540624,1954#24#06,1954,6,24
4/25/1979,19790425,1979#25#04,1979,4,25
2/1/2017,20170201,2017#01#02,2017,2,1
10/12/2011,20111012,2011#12#10,2011,10,12
6/13/1986,19860613,1986#13#06,1986,6,13
7/27/1978,19780727,1978#27#07,1978,7,27
6/2/1995,19950602,1995#02#06,1995,6,2
7/13/2001,20010713,2001#13#07,2001,7,13
5/2/2014,20140502,2014#02#05,2014,5,2
9/4/2001,20010904,2001#04#09,2001,9,4
6/4/1992,19920604,1992#04#06,1992,6,4
5/19/2000,20000519,2000#19#05,2000,5,19
11/1/2012,20121101,2012#01#11,2012,11,1
5/24/1991,19910524,1991#24#05,1991,5,24
6/6/2013,20130606,2013#06#06,2013,6,6
1/1/2007,20070101,2007#01#01,2007,1,1
2/23/1996,19960223,1996#23#02,1996,2,23
1/24/1997,19970124,1997#24#01,1997,1,24
6/24/1993,19930624,1993#24#06,1993,6,24
3/21/1986,19860321,1986#21#03,1986,3,21
3/4/1994,19940304,1994#04#03,1994,3,4
5/6/2016,20160506,2016#06#05,2016,5,6
10/6/1939,19391006,1939#06#10,1939,10,6
8/20/2004,20040820,2004#20#08,2004,8,20
5/1/1994,19940501,1994#01#05,1994,5,1
10/6/2002,20021006,2002#06#10,2002,10,6
10/20/2016,20161020,2016#20#10,2016,10,20
2/8/2001,20010208,2001#08#02,2001,2,8
9/11/2009,20090911,2009#11#09,2009,9,11
12/21/1988,19881221,1988#21#12,1988,12,21
9/25/1987,19870925,1987#25#09,1987,9,25
7/1/2016,20160701,2016#01#07,2016,7,1
10/29/2000,20001029,2000#29#10,2000,10,29
8/7/1987,19870807,1987#07#08,1987,8,7
7/2/2004,20040702,2004#02#07,2004,7,2
6/6/1986,19860606,1986#06#06,1986,6,6
6/24/2016,20160624,2016#24#06,2016,6,24
10/17/2012,20121017,2012#17#10,2012,10,17
8/29/2007,20070829,2007#29#08,2007,8,29
11/17/2002,20021117,2002#17#11,2002,11,17
12/22/1989,19891222,1989#22#12,1989,12,22
10/10/2004,20041010,2004#10#10,2004,10,10
9/18/1987,19870918,1987#18#09,1987,9,18
6/16/2000,20000616,2000#16#06,2000,6,16
12/20/1966,19661220,1966#20#12,1966,12,20
10/8/1999,19991008,1999#08#10,1999,10,8
8/2/2012,20120802,2012#02#08,2012,8,2
6/10/2004,20040610,2004#10#06,2004,6,10
1/1/2004,20040101,2004#01#01,2004,1,1
4/28/2016,20160428,2016#28#04,2016,4,28
5/30/2012,20120530,2012#30#05,2012,5,30
9/10/2010,20100910,2010#10#09,2010,9,10
11/30/1977,19771130,1977#30#11,1977,11,30
9/20/2002,20020920,2002#20#09,2002,9,20
8/14/2012,20120814,2012#14#08,2012,8,14
4/12/1996,19960412,1996#12#04,1996,4,12
8/15/1979,19790815,1979#15#08,1979,8,15
10/6/1963,19631006,1963#06#10,1963,10,6
10/31/2027,20271031,2027#31#10,2027,10,31
11/4/1982,19821104,1982#04#11,1982,11,4
2/24/2016,20160224,2016#24#02,2016,2,24
9/24/1999,19990924,1999#24#09,1999,9,24
8/15/2003,20030815,2003#15#08,2003,8,15
9/11/2015,20150911,2015#11#09,2015,9,11
4/16/2015,20150416,2015#16#04,2015,4,16
9/8/2000,20000908,2000#08#09,2000,9,8
10/22/2004,20041022,2004#22#10,2004,10,22
1/16/2009,20090116,2009#16#01,2009,1,16
11/21/1986,19861121,1986#21#11,1986,11,21
11/21/1995,19951121,1995#21#11,1995,11,21
5/19/2007,20070519,2007#19#05,2007,5,19
10/26/2007,20071026,2007#26#10,2007,10,26
6/2/2010,20100602,2010#02#06,2010,6,2
11/13/1981,19811113,1981#13#11,1981,11,13
3/3/2017,20170303,2017#03#03,2017,3,3
11/3/2007,20071103,2007#03#11,2007,11,3
4/29/1988,19880429,1988#29#04,1988,4,29
12/18/2012,20121218,2012#18#12,2012,12,18
7/31/1997,19970731,1997#31#07,1997,7,31
9/25/1961,19610925,1961#25#09,1961,9,25
10/22/2005,20051022,2005#22#10,2005,10,22
11/7/2001,20011107,2001#07#11,2001,11,7
11/25/1992,19921125,1992#25#11,1992,11,25
10/12/1990,19901012,1990#12#10,1990,10,12
7/27/2006,20060727,2006#27#07,2006,7,27
8/9/1985,19850809,1985#09#08,1985,8,9
1/28/2005,20050128,2005#28#01,2005,1,28
7/31/2009,20090731,2009#31#07,2009,7,31
3/3/2000,20000303,2000#03#03,2000,3,3
5/15/2001,20010515,2001#15#05,2001,5,15
10/23/1998,19981023,1998#23#10,1998,10,23
4/23/2010,20100423,2010#23#04,2010,4,23
2/4/2016,20160204,2016#04#02,2016,2,4
9/9/2016,20160909,2016#09#09,2016,9,9
9/12/2012,20120912,2012#12#09,2012,9,12
4/4/1997,19970404,1997#04#04,1997,4,4
8/8/2003,20030808,2003#08#08,2003,8,8
2/17/2006,20060217,2006#17#02,2006,2,17
9/3/2004,20040903,2004#03#09,2004,9,3
1/20/1989,19890120,1989#20#01,1989,1,20
5/20/2002,20020520,2002#20#05,2002,5,20
5/11/2001,20010511,2001#11#05,2001,5,11
3/28/1997,19970328,1997#28#03,1997,3,28
1/12/2001,20010112,2001#12#01,2001,1,12
3/18/2024,20240318,2024#18#03,2024,3,18
6/17/2004,20040617,2004#17#06,2004,6,17
9/18/1992,19920918,1992#18#09,1992,9,18
4/22/1994,19940422,1994#22#04,1994,4,22
3/28/2013,20130328,2013#28#03,2013,3,28
10/11/1996,19961011,1996#11#10,1996,10,11
1/16/2004,20040116,2004#16#01,2004,1,16
9/22/2011,20110922,2011#22#09,2011,9,22
